City,State,population,Poverty,Diversity,Employment,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Mean,Income,Stdev,Income
Suamico,WI,179080,43.099999999999994,5182.099999999999,7925762.319999999,160,1267,104,549,1310,768,1330,1157,75,52,171,1214,657,793,454,31,560,951,1356,951
Sudlersville,MD,81796,29.5,5426.86,1538751.76,1360,119,112,994,1179,296,61,157,1097,459,1329,124,827,844,207,1265,1179,700,315,700
Suffolk,VA,3666696,47.1,3671.870000000001,2407324.8,377,212,212,568,695,873,556,651,1265,216,514,518,920,816,523,163,768,1149,500,1149
Sullivan,IL,337920,57.900000000000006,5917.850000000001,423542.48,739,378,1325,1372,1221,1240,576,397,934,21,936,1020,800,1141,1365,471,806,411,1180,411
Sulphur,LA,1690832,66.5,4555.91,5280197.36,645,198,689,132,367,464,1183,74,1211,639,700,501,1213,273,332,207,429,1151,498,1151
Sulphur Springs,TX,1048828,82.5,4900.280000000001,926566.32,777,961,983,307,974,875,931,564,627,519,366,770,733,1220,1029,165,525,33,339,33
Summit,MS,414964,199.4,4274.36,1079627.04,1270,1118,1334,753,946,1329,1348,579,973,1156,27,1087,398,623,569,1274,905,962,817,962
Sunbury,PA,716892,56.400000000000006,5743.160000000001,2495088.64,671,157,1135,1163,911,412,466,1205,1044,143,1228,1264,32,1061,1073,1056,878,416,1012,416
Sundance,WY,96316,69.3,5654.91,203458.24,692,325,374,598,935,893,1138,1014,30,1347,68,635,295,592,1192,1001,653,366,382,366
Sunnyside,WA,953876,58.0,4804.469999999999,5011832.08,993,1052,1313,1348,1080,99,856,889,481,814,1162,687,42,306,840,541,411,1191,66,1191
Suquamish,WA,130768,37.0,4904.05,6551209.6,75,790,41,601,820,1186,0,617,859,20,415,500,58,22,1146,363,1101,1205,497,1205
Swansea,SC,359480,74.2,3856.26,392801.12,660,715,1349,403,675,237,124,1144,1161,714,157,773,377,458,556,1045,274,573,747,573
Sylacauga,AL,1128248,74.3,4401.4800000000005,234867.99999999997,560,124,34,1141,227,1363,162,1155,624,338,1140,104,702,1196,10,1042,93,275,1104,275
Sylva,NC,693000,75.0,5742.040000000001,1503748.5599999998,852,581,677,185,1199,314,862,836,300,1247,107,715,130,1298,1127,1041,729,528,146,528
Symsonia,KY,79068,39.8,5909.51,793802.6399999999,334,871,173,429,348,602,421,155,582,80,677,449,87,1265,813,187,500,695,624,695
Syracuse,KS,104632,68.1,4544.530000000001,80467.76,499,1044,99,1093,98,924,1032,237,619,1033,197,1294,1205,1331,535,1012,379,952,1354,952
Syracuse,UT,1074788,25.7,5337.960000000001,8990964.64,494,1363,1279,1294,1102,1220,454,785,157,187,113,983,1020,1370,41,1298,508,1259,57,1259
Tacoma,WA,13989052,47.3,4478.47,22201602.24,80,13,686,293,1138,11,1119,1031,799,986,1025,936,966,874,510,813,1239,140,286,140
Tallahassee,FL,9788460,63.5,4040.1200000000003,8532965.92,821,999,391,821,1352,301,1175,200,24,626,155,735,199,530,1027,1346,1301,216,1027,216
Tappahannock,VA,287496,53.3,3910.87,317162.0,203,509,668,582,415,880,252,419,580,888,497,209,173,1289,596,1202,351,57,176,57
Taylor,AR,96228,89.19999999999999,4153.080000000001,154131.6,505,242,960,1256,640,416,670,572,67,1062,1046,775,638,187,156,577,1303,937,1219,937
Taylorsville,KY,622072,47.2,5147.610000000001,1283285.8399999999,482,110,400,727,147,493,8,341,238,390,874,978,588,347,721,1113,1282,1220,1157,1220
Taylorsville,NC,1123540,74.2,5499.26,2057767.8399999999,143,876,257,585,986,1087,511,352,122,70,1018,1080,998,783,1355,628,1157,817,1158,817
Tekonsha,MI,94996,68.3,5035.91,3446961.5999999996,754,162,997,747,753,671,101,1193,692,741,7,1003,1043,246,543,84,1158,299,1275,299
Terra Bella,CA,254892,103.9,3052.06,10383894.4,501,575,194,366,629,1367,595,1234,874,465,834,749,88,970,736,587,943,827,799,827
Terre Haute,IN,4103528,75.7,5357.12,2878256.0799999996,317,313,1050,1132,1156,963,1012,447,85,177,817,103,613,8,656,618,1228,725,341,725
The Dalles,OR,842952,57.5,4932.999999999999,663498.4,795,59,1299,1136,393,273,446,120,721,73,1264,1069,668,589,153,837,593,929,398,929
Three Rivers,TX,183128,62.7,4187.200000000001,251880.56,216,404,241,1024,713,260,1131,644,250,160,327,391,426,443,1052,408,1145,184,1344,184
Three Springs,PA,99748,53.5,5631.31,1129981.52,903,720,88,1168,440,350,1149,499,568,1024,744,736,78,563,1215,108,1352,1091,579,1091
Tilden,TX,22044,34.400000000000006,3946.04,20251.920000000002,1092,1161,849,932,159,249,676,919,700,107,490,766,936,404,555,496,1181,564,914,564
Timmonsville,SC,495352,91.69999999999999,3934.2999999999997,1578322.48,1335,1005,732,896,646,830,120,782,872,490,483,343,673,1258,439,606,197,1295,998,1295
Toledo,IL,110572,59.599999999999994,5910.450000000001,300155.68,1088,44,1345,269,510,25,55,512,1359,656,725,812,926,1119,1025,856,1217,7,343,7
Toledo,OH,13689148,81.30000000000001,4625.909999999999,11763167.919999998,1343,901,284,590,1152,1122,694,725,1309,142,1170,233,299,315,507,279,692,579,550,579
Topeka,KS,7032608,57.2,4852.19,5119565.76,399,1271,734,818,362,1109,564,482,267,1158,105,466,474,558,168,1201,817,599,801,599
Topton,NC,40216,78.9,5577.44,812026.96,170,793,662,738,1017,504,545,384,1246,826,341,1109,1241,47,303,851,798,109,244,109
Trenton,MO,344960,74.9,5797.170000000001,259913.99999999997,1158,144,484,742,264,304,524,638,828,719,1110,910,210,340,782,497,998,1282,1145,1282
Trenton,NJ,11651904,44.3,3791.44,10798995.68,625,347,325,758,1069,1028,1106,33,940,144,209,2,551,1133,1238,639,684,120,192,120
Tribune,KS,52800,35.7,4894.72,36075.92,696,28,234,521,1115,4,1069,10,996,1048,85,790,684,1296,1012,412,203,168,186,168
Trout,LA,93632,75.6,5265.09,325770.16000000003,32,383,1009,1343,982,240,770,538,891,455,563,1136,791,9,455,42,579,199,883,199
Trout Creek,MT,67804,100.6,5509.080000000001,249097.36,18,754,486,1257,255,1340,801,484,172,241,459,20,145,59,520,14,1167,782,519,782
Troy,NY,3051180,47.7,4790.18,9436410.88,272,1065,221,969,703,1152,1265,380,169,1260,782,1140,20,267,1018,826,853,1315,882,1315
Truckee,CA,808236,76.80000000000001,5098.169999999999,12409320.719999999,402,829,889,334,600,760,86,947,805,1297,311,760,760,200,1151,825,988,136,482,136
Trujillo Alto,PR,2827440,111.39999999999999,1866.84,1706296.88,1022,815,1061,649,79,361,882,627,1369,470,565,342,817,1247,833,1355,1332,625,846,625
Tullahoma,TN,1053932,59.9,5504.2300000000005,1035614.0,1209,537,715,903,12,843,1081,738,456,1020,80,988,658,1169,755,406,1060,1028,1183,1028
Tunkhannock,PA,514404,47.2,5850.5199999999995,790880.32,1041,1014,1342,7,748,194,75,197,1018,86,738,201,1209,480,1178,535,352,280,1192,280
Twin Lake,MI,461516,75.0,4942.3099999999995,4236584.88,378,564,558,912,1010,710,577,1198,171,421,625,1170,1243,169,92,741,962,1335,878,1335
Tyrone,GA,361108,32.7,4404.92,3027833.92,904,273,1122,86,1116,280,477,179,944,447,774,284,155,320,731,1176,944,671,1167,671
Ulysses,KS,342980,35.3,4580.680000000001,117414.56,614,535,1042,622,329,1124,1074,1149,37,374,481,1315,233,153,1174,690,936,1012,679,1012
Union,SC,825220,81.1,4417.11,674510.96,683,1101,237,1089,62,100,568,682,90,62,1244,795,612,272,708,322,795,1034,272,1034
Union Point,GA,142604,114.30000000000001,3992.79,362148.16,1353,544,195,215,302,418,967,658,1056,521,1275,806,291,987,598,51,1234,1023,226,1023
Unionville,MI,92752,67.1,5760.38,1403263.76,1369,635,9,36,401,1005,106,635,848,253,996,696,1023,250,876,681,38,274,1063,274
Upland,IN,225324,75.9,5366.3099999999995,1772725.7599999998,1145,724,831,1012,335,387,749,1235,747,128,267,960,513,307,146,1103,1192,853,502,853
Urbana,IL,2159564,68.6,4520.56,6184830.8,39,60,1260,54,350,550,616,560,211,751,317,283,469,497,581,1032,210,323,552,323
Utuado,PR,1348380,180.7,1862.12,415724.16,371,90,1247,1265,895,403,1301,643,798,443,752,1024,512,70,176,1351,120,88,696,88
Valdosta,GA,4103264,205.49999999999994,3990.9199999999996,3120094.4,449,814,1191,1057,472,417,734,1083,1061,411,614,262,494,1047,752,1020,1335,539,962,539
Vallejo,CA,5151476,36.900000000000006,3972.5300000000007,4170383.5999999996,1224,573,245,389,290,1320,769,80,208,439,18,130,100,44,1143,1052,859,740,1284,740
Valley Springs,AR,8492,67.9,5776.62,934703.6799999999,1180,106,59,534,71,1147,212,945,813,761,92,1187,23,831,834,400,767,1181,305,1181
Valley Springs,CA,584980,39.2,5219.460000000001,988352.7199999999,1329,73,721,605,163,274,146,1207,399,1142,132,1372,650,141,973,481,74,1179,1193,1179
Valley Stream,NY,2614832,22.599999999999998,4300.38,40504238.08,1127,25,1127,510,778,586,629,184,191,1267,773,83,785,95,452,520,414,944,1247,944
Van,TX,181456,67.0,4283.450000000001,5827415.04,26,816,1337,604,1208,40,189,575,833,191,156,1280,540,535,1048,1257,620,1027,383,1027
Van Buren,OH,59224,54.5,5584.35,2285134.48,736,182,102,522,1124,1058,448,285,331,209,654,359,671,580,792,1082,1149,291,98,291
Vanderbilt,MI,90552,55.2,5794.69,652887.84,722,776,378,854,368,306,507,245,648,738,805,727,475,1044,837,1361,139,197,147,197
Varnville,SC,222728,83.2,3296.7000000000003,473880.8,1359,165,37,1051,36,467,1057,1135,587,1270,359,799,1366,978,642,833,33,1007,408,1007
Vega Alta,PR,1628968,452.6,1901.1100000000006,2930307.52,28,366,632,346,1105,111,307,78,530,85,618,183,767,496,1030,1275,141,1178,1335,1178
Vernal,UT,1124816,28.1,5147.540000000001,934027.12,978,1103,855,704,1058,358,920,1360,490,217,451,598,26,415,1245,1224,519,42,599,42
Vernon,NJ,300652,19.5,5482.05,4600996.640000001,1339,919,913,209,1364,914,1318,904,89,932,1027,1271,493,639,1357,1312,105,115,446,115
Vero Beach,FL,4436784,60.6,4980.8,3235707.04,433,344,556,258,862,632,918,402,1174,1073,26,887,818,505,738,1253,226,387,730,387
Versailles,KY,972488,56.1,5416.04,775266.5599999999,236,145,362,8,545,711,79,808,714,564,792,574,1263,1054,1298,775,382,419,414,419
Vevay,IN,226776,84.6,5881.75,262667.52,1140,855,236,339,527,407,498,411,141,372,560,1016,1098,1354,758,1066,809,529,210,529
Vian,OK,220660,100.5,4020.990000000001,945520.16,65,1339,1365,266,1230,1118,745,953,154,904,88,106,358,553,49,709,1165,722,936,722
Vicksburg,MI,447876,59.7,5008.34,7467143.919999999,415,590,1110,121,496,591,368,70,1233,415,1217,1237,904,336,482,417,1329,448,150,448
Vicksburg,MS,2092684,95.0,3621.98,1189196.8,165,695,365,1066,1266,820,469,797,908,727,32,95,1120,139,435,1059,1275,988,853,988
Victoria,TX,3479564,66.4,3732.01,2524245.1999999997,406,1036,165,1226,736,1325,1128,522,266,441,439,207,952,537,122,910,499,1234,617,1234
Vidalia,GA,717464,82.6,4616.4400000000005,163885.28,1272,1110,496,1000,1327,305,988,907,1361,1211,471,1117,109,554,888,250,940,66,984,66
Vieques,PR,393580,155.3,1964.69,174366.24,1036,933,549,978,582,645,743,937,1341,874,720,88,186,632,1150,765,912,846,643,846
Villalba,PR,1152536,190.6,1844.45,414151.28,1072,336,370,1067,349,1299,113,114,18,155,708,245,239,164,1142,332,98,1273,1207,1273
Ville Platte,LA,882948,97.19999999999999,4514.330000000001,667870.0800000001,1355,457,822,544,16,913,693,692,741,1016,1150,323,160,1293,992,735,23,1003,508,1003
Virginia Beach,VA,19024016,33.1,4250.650000000001,13070293.519999998,553,370,756,24,978,567,213,505,842,1025,517,1184,364,1228,1259,921,1283,729,128,729
Wabeno,WI,65120,56.9,4971.58,216783.12,267,952,1344,1242,233,329,1161,932,1160,1067,1205,371,1078,1363,242,335,371,382,560,382
Wakefield,KS,60940,47.8,4072.23,783707.84,544,365,75,539,177,1059,278,102,216,248,411,1085,1336,276,182,286,1025,1353,1165,1353
Walsenburg,CO,193688,56.7,4535.950000000001,135016.8,54,854,1224,168,755,1213,375,295,901,636,265,221,981,624,1247,154,871,871,944,871
Warner Robins,GA,3534168,64.0,4733.59,740673.2,646,62,415,1148,812,39,672,1022,68,207,1233,398,937,742,880,44,564,77,352,77
Warren,ME,207240,40.599999999999994,5846.300000000001,1171839.44,818,190,313,822,557,115,832,1003,446,316,804,203,715,723,417,370,725,1092,1023,1092
Warren,TX,116732,61.5,5095.680000000001,440034.8,441,176,1361,955,309,818,401,529,121,448,656,188,1218,653,690,1233,807,1254,479,1254
Washington Court House,OH,960872,74.4,5716.41,753345.12,262,178,1072,208,224,77,635,574,1337,102,535,1034,407,654,1293,1271,127,630,23,630
Washougal,WA,922240,42.5,5475.87,288638.95999999996,1099,1365,1010,778,834,791,1013,143,268,681,1342,614,194,1344,859,368,892,936,1217,936
Waterloo,IA,3014748,53.3,5234.6900000000005,4082431.52,756,534,54,965,176,756,1090,170,451,336,754,646,131,300,628,1071,644,1203,262,1203
Wathena,KS,107536,53.199999999999996,5572.21,230659.36,822,818,646,365,506,461,50,801,755,917,798,305,93,660,1337,511,773,801,1264,801
Watkins Glen,NY,178376,51.5,5827.960000000001,494250.88,1207,1361,575,188,540,976,1298,722,322,267,1255,1122,863,1360,511,957,643,317,1090,317
Watseka,IL,304304,70.4,5645.59,823100.3999999999,185,367,818,1185,1213,385,783,1369,1271,1301,322,1207,808,1178,1184,888,1349,164,459,164
Wauchula,FL,638924,106.80000000000001,3772.6899999999996,579064.7999999999,549,822,463,730,463,823,1130,849,190,377,987,125,927,814,436,399,192,494,449,494
Waupaca,WI,647944,41.5,5653.340000000001,2211639.04,463,1352,178,1001,63,389,492,1258,1110,501,639,529,907,1005,1292,1252,586,693,725,693
Wautoma,WI,304744,59.1,5794.98,414285.11999999994,1141,955,389,441,972,640,738,595,743,1221,238,1031,559,316,639,923,267,502,1149,502
Waxahachie,TX,2016520,46.300000000000004,4451.14,4542197.199999999,124,1051,139,519,1037,318,814,740,628,1166,436,686,780,18,152,872,1193,760,614,760
Waycross,GA,1579952,87.3,5280.360000000001,441878.48,95,556,176,338,1183,819,248,865,1067,659,949,710,321,1123,1275,476,268,854,1178,854
Waynesboro,VA,1353000,72.5,5020.959999999999,587216.08,176,420,874,496,1350,22,826,52,565,340,755,434,1356,134,257,1249,801,1158,434,1158
Waynesburg,KY,178156,93.2,5788.3200000000015,559893.2,874,1224,441,705,1088,1191,28,1180,719,1350,51,950,314,772,132,1186,827,574,1368,574
Weatherford,TX,2825504,39.7,5355.0,3419327.12,362,801,553,569,361,1121,730,109,1344,425,408,938,680,301,987,738,1140,658,33,658
Webb City,MO,621720,62.9,5330.34,3366974.4,1010,389,582,1272,1272,916,847,1125,738,1308,139,1245,756,876,490,611,103,501,564,501
Weirton,WV,928620,54.5,5864.32,630138.88,936,361,932,1101,421,199,1107,1247,680,578,934,1275,865,1270,340,844,1218,1209,242,1209
Welda,KS,15004,74.7,5768.7300000000005,218685.68,361,549,544,420,185,506,539,777,480,1066,1009,1301,548,815,676,598,1091,1157,988,1157
Wellman,IA,113080,36.1,5689.3099999999995,690731.04,496,54,1101,42,551,1061,565,139,436,580,136,1224,644,90,826,92,1028,586,1025,586
Wellston,OH,378400,86.7,5887.26,308118.4,1051,756,753,1068,641,299,125,660,218,825,331,1320,1064,35,1300,345,565,644,164,644
Wellton,AZ,196944,78.7,3194.3200000000006,4355131.119999999,1148,76,683,370,1002,613,824,103,1016,436,1073,661,971,1324,322,214,317,226,32,226
West Branch,MI,458392,96.0,5823.140000000001,466274.88,178,236,1116,1116,750,1289,742,1270,1270,523,1303,10,285,646,27,960,305,947,907,947
West Fargo,ND,1147828,34.7,5482.14,5756365.44,778,1148,534,1072,378,494,342,781,162,408,242,479,979,182,136,790,1368,907,127,907
West Liberty,KY,476872,110.10000000000001,5735.4400000000005,228011.52,8,406,933,855,1045,1333,258,377,1215,38,1259,1144,871,1118,1370,209,1054,1193,317,1193
West Monroe,LA,2349160,99.10000000000001,4100.25,3926656.0,1365,1272,124,1010,661,222,1242,32,816,393,1071,296,958,448,1056,455,1211,38,1226,38
West Palm Beach,FL,19766032,58.9,4117.34,37568814.0,36,1343,39,178,534,256,919,871,193,693,943,644,546,804,741,50,1050,521,1218,521
West Salem,IL,74580,46.699999999999996,5910.64,180779.75999999998,1101,903,1148,39,678,69,205,267,752,388,580,134,750,1010,172,1146,907,1264,529,1264
West Salem,OH,329912,54.0,5766.39,3313970.56,62,753,1355,406,1148,985,356,73,804,660,332,1260,1262,60,471,600,808,398,1276,398
Westerville,OH,3730980,13.9,5397.499999999999,5741104.640000001,1116,39,500,124,111,989,692,1111,292,670,19,558,309,143,1332,821,599,807,752,807
Westfield,WI,154704,66.7,5603.8,453781.51999999996,313,1356,1036,463,1355,552,1105,434,1082,339,154,1099,599,598,514,393,539,777,1126,777
Wewahitchka,FL,403392,52.5,4810.44,341123.04000000004,933,1337,778,1189,406,1256,91,1254,678,427,1370,388,980,106,51,565,77,852,77,852
Wheatland,WY,276716,80.30000000000001,5568.64,251380.47999999998,388,1355,1088,236,1107,373,485,766,560,1237,511,1219,177,420,720,211,1209,519,934,519
Wheelersburg,OH,525316,91.3,5732.08,1677969.92,145,1127,361,1088,334,812,648,776,660,1205,1145,1276,275,37,481,569,244,414,630,414
White House,TN,1057848,34.7,5383.790000000001,4999454.4,556,796,1352,361,145,201,429,244,287,783,433,149,352,1236,670,663,479,2,160,2
White Lake,MI,1307240,36.3,4744.900000000001,36874521.199999996,1110,441,854,1233,1086,1115,1136,1142,408,1143,718,680,202,833,265,687,26,170,1172,170
White Pigeon,MI,244156,59.099999999999994,5396.320000000001,1371785.04,855,75,420,646,389,257,840,693,429,365,509,499,737,13,1145,584,575,379,1205,379
Whitehall,MT,157784,79.4,5741.209999999999,558286.88,389,388,367,801,1051,369,13,1214,27,960,1332,889,902,678,19,288,398,1140,501,1140
Whitney,TX,435204,88.0,4820.63,868025.6799999999,365,1292,1339,136,28,750,163,272,535,171,66,868,655,908,1071,240,1126,499,574,499
Whitwell,TN,439384,131.7,5476.3150000000005,1068932.24,801,1068,736,95,492,895,404,1228,912,1089,121,570,947,1096,747,718,2,1041,693,1041
Wichita,KS,17711232,40.0,5568.550000000001,1901861.1199999999,1068,1083,1051,1355,370,802,1011,767,225,505,1337,414,925,459,587,755,846,203,692,203
Wichita Falls,TX,4400924,68.80000000000001,4543.86,3347461.52,1361,362,955,415,178,793,721,993,890,1042,741,913,1327,735,408,231,595,912,892,912
Wildwood,FL,747340,68.3,5314.97,1356071.2,534,1259,185,874,1072,964,1048,398,503,590,454,1324,1194,144,943,721,1090,1172,586,1172
Williamsburg,KY,804056,236.2,5710.520000000001,1021551.0399999999,37,683,1083,1354,683,219,431,262,1140,872,722,841,1190,521,451,172,614,1031,797,1031
Williamsburg,VA,3665640,92.1,4737.9349999999995,2288923.52,370,1116,28,1308,637,87,661,1145,66,483,1052,102,419,1052,331,218,1172,26,1209,26
Williston,FL,520784,81.0,4779.290000000001,7020377.6,1142,95,1259,313,1365,1168,1308,1172,556,284,992,1286,280,1012,1255,1337,696,1214,59,1214
Willmar,MN,984192,46.900000000000006,5328.270000000001,1323013.7599999998,582,582,1068,683,165,1208,537,414,821,1149,37,676,946,429,399,605,501,65,103,65
Wilmington,NC,8035588,64.3,4948.320000000001,6306403.279999999,420,36,62,553,1093,942,1167,275,1292,272,649,689,643,776,912,713,904,434,1349,434
Wilmot,SD,44220,22.299999999999997,5804.25,240503.12,796,1344,36,211,1224,633,378,449,1065,1198,206,237,942,43,996,1305,1354,570,854,570
Wimberley,TX,543136,51.699999999999996,4161.97,5304029.039999999,590,978,406,794,441,424,1364,1226,649,936,872,164,1335,1271,934,1359,459,692,1041,692
Winamac,IN,308000,55.599999999999994,5809.250000000001,354799.2,753,736,695,1365,1339,282,581,1046,1052,722,1161,1281,1177,509,749,1247,947,795,620,795
Winchester,KY,1524688,56.199999999999996,5604.600000000001,970069.68,500,1072,8,62,1036,736,1292,65,1298,206,340,801,777,1062,743,451,1023,1219,268,1219
Winchester,VA,3032084,77.1,4966.950000000003,3266703.28,76,500,801,1036,39,650,747,66,370,743,1257,259,380,446,188,454,1099,1283,6,1283
Winder,GA,1644676,25.5,5344.230000000001,986797.6,955,932,952,1339,365,291,538,1158,117,139,503,316,170,883,1233,1074,304,371,371,371
Winnemucca,NV,704000,72.7,4544.1900000000005,128113.19999999998,139,778,796,75,1101,876,1372,371,139,1179,833,1050,1278,1122,1137,1226,1041,103,1099,103
Winnsboro,TX,466004,128.0,5233.110000000001,1227369.2,1352,1141,76,1281,1343,1041,872,501,471,66,153,1256,479,1297,154,206,1276,696,65,696
Winter Park,FL,3058836,112.5,3929.6,49500011.6,932,463,95,37,1281,300,52,795,272,1140,587,153,879,724,1318,266,854,105,1050,105
Winters,TX,144716,78.3,4459.4800000000005,261086.87999999998,459,185,334,344,313,1084,42,1099,160,782,460,1283,464,283,287,999,797,1329,1140,1329
Winterville,GA,293084,63.1,5294.450000000001,693035.4400000001,366,1142,344,52,933,1102,207,1276,523,1012,577,1193,489,1202,1110,287,529,1145,947,1145
Wolf Point,MT,220748,25.6,5772.500000000001,55967.36,1356,37,366,736,15,95,1199,164,1180,1046,1359,776,1121,720,718,556,164,993,595,993
Woodland,CA,2584120,57.3,3613.6000000000004,5642957.6,1337,8,1272,523,903,43,905,89,1354,912,1137,244,989,635,647,514,32,244,729,244
Worland,WY,338448,91.9,5498.215000000001,376383.11999999994,695,1010,903,886,344,1146,209,938,1178,1342,188,579,838,692,121,169,59,904,773,904
